,region_code,city,upload_kbps_2008,upload_kbps_2009,upload_kbps_2010,upload_kbps_2011,upload_kbps_2012,upload_kbps_2013,upload_kbps_2014,total_tests_2008,total_tests_2009,total_tests_2010,total_tests_2011,total_tests_2012,total_tests_2013,total_tests_2014,download_kbps_2008,download_kbps_2009,download_kbps_2010,download_kbps_2011,download_kbps_2012,download_kbps_2013,download_kbps_2014,over200_2008,over200_2009,over200_2010,over200_2011,over200_2012,over200_2013,over200_2014,zip,primary_city,state
7884,NY,Suffern,3087.798077,4665.626455,7021.199313,7550.003479,13412.62264,19643.41492,23232.8,31245,74101,146388,174769,135309,143687,90475,11981.97724,15206.29452,16515.97335,17714.99726,27869.66028,37607.75663,38473.19055,31245,74101,146388,174769,135309,143687,90475,10901,Suffern,NY
7885,NY,Sunnyside,461.766456,475.1204877,790.064274,1082.08234,1678.960909,2329.432658,6967.884109,109431,204370,213088,358688,408817,475913,526235,6710.857637,7901.942,12336.86099,12808.07397,14045.26519,16453.29808,41832.45127,109431,204370,213088,358688,408817,475913,526235,11104,Sunnyside,NY
7886,NY,Syosset,3078.926676,4624.330962,5569.952274,2897.987041,7133.02953,15126.72433,23337.82073,80421,144144,235564,1260382,487207,351333,219137,14096.0217,15096.32912,15589.92274,8687.272795,21461.82541,35546.50356,40720.65818,80421,144144,235564,1260382,487207,351333,219137,11791,Syosset,NY
7887,NY,Syracuse,1292.239481,1633.331781,2136.766,2662.873123,3686.170939,4919.892247,10718.35033,781828,1068026,1481658,1687749,2250257,2790997,2248054,5838.006503,7683.158932,10672.88647,12118.82986,14685.55166,17335.81781,22074.32145,781828,1068026,1481658,1687749,2250257,2790997,2248054,13202,Syracuse,NY
7888,NY,Syracuse,1292.239481,1633.331781,2136.766,2662.873123,3686.170939,4919.892247,10718.35033,781828,1068026,1481658,1687749,2250257,2790997,2248054,5838.006503,7683.158932,10672.88647,12118.82986,14685.55166,17335.81781,22074.32145,781828,1068026,1481658,1687749,2250257,2790997,2248054,13203,Syracuse,NY
7889,NY,Syracuse,1292.239481,1633.331781,2136.766,2662.873123,3686.170939,4919.892247,10718.35033,781828,1068026,1481658,1687749,2250257,2790997,2248054,5838.006503,7683.158932,10672.88647,12118.82986,14685.55166,17335.81781,22074.32145,781828,1068026,1481658,1687749,2250257,2790997,2248054,13204,Syracuse,NY
7890,NY,Syracuse,1292.239481,1633.331781,2136.766,2662.873123,3686.170939,4919.892247,10718.35033,781828,1068026,1481658,1687749,2250257,2790997,2248054,5838.006503,7683.158932,10672.88647,12118.82986,14685.55166,17335.81781,22074.32145,781828,1068026,1481658,1687749,2250257,2790997,2248054,13205,Syracuse,NY
7891,NY,Syracuse,1292.239481,1633.331781,2136.766,2662.873123,3686.170939,4919.892247,10718.35033,781828,1068026,1481658,1687749,2250257,2790997,2248054,5838.006503,7683.158932,10672.88647,12118.82986,14685.55166,17335.81781,22074.32145,781828,1068026,1481658,1687749,2250257,2790997,2248054,13206,Syracuse,NY
7892,NY,Syracuse,1292.239481,1633.331781,2136.766,2662.873123,3686.170939,4919.892247,10718.35033,781828,1068026,1481658,1687749,2250257,2790997,2248054,5838.006503,7683.158932,10672.88647,12118.82986,14685.55166,17335.81781,22074.32145,781828,1068026,1481658,1687749,2250257,2790997,2248054,13207,Syracuse,NY
7893,NY,Syracuse,1292.239481,1633.331781,2136.766,2662.873123,3686.170939,4919.892247,10718.35033,781828,1068026,1481658,1687749,2250257,2790997,2248054,5838.006503,7683.158932,10672.88647,12118.82986,14685.55166,17335.81781,22074.32145,781828,1068026,1481658,1687749,2250257,2790997,2248054,13208,Syracuse,NY
7894,NY,Syracuse,1292.239481,1633.331781,2136.766,2662.873123,3686.170939,4919.892247,10718.35033,781828,1068026,1481658,1687749,2250257,2790997,2248054,5838.006503,7683.158932,10672.88647,12118.82986,14685.55166,17335.81781,22074.32145,781828,1068026,1481658,1687749,2250257,2790997,2248054,13209,Syracuse,NY
7895,NY,Syracuse,1292.239481,1633.331781,2136.766,2662.873123,3686.170939,4919.892247,10718.35033,781828,1068026,1481658,1687749,2250257,2790997,2248054,5838.006503,7683.158932,10672.88647,12118.82986,14685.55166,17335.81781,22074.32145,781828,1068026,1481658,1687749,2250257,2790997,2248054,13210,Syracuse,NY
7896,NY,Syracuse,1292.239481,1633.331781,2136.766,2662.873123,3686.170939,4919.892247,10718.35033,781828,1068026,1481658,1687749,2250257,2790997,2248054,5838.006503,7683.158932,10672.88647,12118.82986,14685.55166,17335.81781,22074.32145,781828,1068026,1481658,1687749,2250257,2790997,2248054,13211,Syracuse,NY
